source,target,type,weight
muscariello,yarolegovich,co_comment,2
mycosavant,xiongwenxin123,co_comment,1
n1lanjan,rajeshvelicheti,co_comment,1
nahapetyan-serob,yarolegovich,co_comment,1
neoUltra-66,rajeshvelicheti,co_comment,1
nerunja,no7dw,co_comment,1
nerunja,swapydapy,co_comment,1
nickossdev,zeroasterisk,co_comment,1
niguowei44,pstephengoogle,co_comment,2
niguowei44,rajeshvelicheti,co_comment,1
niguowei44,tanveer-builds,co_comment,1
niguowei44,weiye-Lee,co_comment,1
niguowei44,wenwenc9,co_comment,1
niguowei44,yangyang-yyy,co_comment,1
niguowei44,zhangjh,co_comment,1
nithin-nk,rajeshvelicheti,co_comment,1
nithin-nk,star-gazer111,co_comment,1
no7dw,swapydapy,co_comment,1
oabdelkarim,wenxichen,co_comment,1
ognis1205,pstephengoogle,co_comment,2
ognis1205,satendrakumar,co_comment,1
olileger,patwlan,co_comment,1
omkar-12bits,pstephengoogle,co_comment,1
one-kash,robomotic,co_comment,1
palladius,wilsonsilva,co_comment,1
pascal910107,zeroasterisk,co_comment,1
patwlan,robert-at-pretension-io,co_comment,3
patwlan,smileyboy2019,co_comment,1
patwlan,wadrzl55333,co_comment,1
pcuci,sanjeevkumar761,co_comment,1
perfectspr,qingyun-wu,co_comment,1
perfectspr,vongosling,co_comment,1
pilartomas,vinoo999,co_comment,1
princejha95,zeroasterisk,co_comment,1
princejha95,zhenjunMa,co_comment,2
promptrotator,yasonk,co_comment,1
pstephengoogle,rajeshvelicheti,co_comment,6
pstephengoogle,rclayton-godaddy,co_comment,1
pstephengoogle,richgo,co_comment,1
pstephengoogle,robert-at-pretension-io,co_comment,2
pstephengoogle,salqadri,co_comment,1
pstephengoogle,satendrakumar,co_comment,1
pstephengoogle,swapydapy,co_comment,3
pstephengoogle,tanveer-builds,co_comment,1
pstephengoogle,vincent-pli,co_comment,1
pstephengoogle,weiye-Lee,co_comment,1
pstephengoogle,wenwenc9,co_comment,1
pstephengoogle,yangyang-yyy,co_comment,2
pstephengoogle,yarolegovich,co_comment,2
pstephengoogle,yasonk,co_comment,1
pstephengoogle,yichenj,co_comment,1
pstephengoogle,zchee,co_comment,1
pstephengoogle,zeroasterisk,co_comment,2
pstephengoogle,zhangjh,co_comment,1
pstephengoogle,zzxwill,co_comment,1
pwwpche,whitlockjc,co_comment,1
qingyun-wu,vongosling,co_comment,1
rajeshvelicheti,robert-at-pretension-io,co_comment,1
rajeshvelicheti,star-gazer111,co_comment,1
rajeshvelicheti,tanveer-builds,co_comment,1
rajeshvelicheti,vongosling,co_comment,1
rajeshvelicheti,weiye-Lee,co_comment,1
rajeshvelicheti,wenwenc9,co_comment,1
rajeshvelicheti,whitlockjc,co_comment,2
rajeshvelicheti,xiongwenxin123,co_comment,1
rajeshvelicheti,yangyang-yyy,co_comment,1
rajeshvelicheti,zchee,co_comment,1
rajeshvelicheti,zeroasterisk,co_comment,3
rajeshvelicheti,zhanghongyong123456,co_comment,1
rajeshvelicheti,zhangjh,co_comment,1
rajeshvelicheti,zhenjunMa,co_comment,1
rajeshvelicheti,zzxwill,co_comment,1
rajib76,swapydapy,co_comment,1
ritsuki1227,spetschu,co_comment,1
robert-at-pretension-io,smileyboy2019,co_comment,1
robert-at-pretension-io,sondotpin,co_comment,1
robert-at-pretension-io,swapydapy,co_comment,2
robert-at-pretension-io,unizhu,co_comment,1
robert-at-pretension-io,wadrzl55333,co_comment,1
robert-at-pretension-io,whysage,co_comment,2
robert-at-pretension-io,zeroasterisk,co_comment,2
robert-at-pretension-io,zhanghongyong123456,co_comment,1
rodrigallardo,rsgrewal-aws,co_comment,1
rwrz,whitlockjc,co_comment,1
rwrz,zeroasterisk,co_comment,1
salqadri,swapydapy,co_comment,1
sandyskies,swapydapy,co_comment,1
sandyskies,volodya-lombrozo,co_comment,1
sepo-eng,yarolegovich,co_comment,1
shamblett,zeroasterisk,co_comment,1
siacomuzzi,swapydapy,co_comment,2
sjanaX01,vuminhoang,co_comment,1
sondotpin,zeroasterisk,co_comment,1
swapydapy,volodya-lombrozo,co_comment,1
swapydapy,whysage,co_comment,1
swapydapy,yangyang-yyy,co_comment,1
swapydapy,yarolegovich,co_comment,1
swapydapy,zeroasterisk,co_comment,1
tanveer-builds,weiye-Lee,co_comment,1
tanveer-builds,wenwenc9,co_comment,1
tanveer-builds,yangyang-yyy,co_comment,1
tanveer-builds,zhangjh,co_comment,1
tiswanso,zeroasterisk,co_comment,1
tonycai,zeroasterisk,co_comment,1
tot-ra,ydennisy,co_comment,1
tucnak,whitlockjc,co_comment,1
tunnckoCore,yaronf,co_comment,1
uttej-vsk,vinoo999,co_comment,1
vincent-pli,yangyang-yyy,co_comment,1
vinoo999,widrss,co_comment,1
vinoo999,yarolegovich,co_comment,2
vvasylkovskyi,wushubang,co_comment,1
weiye-Lee,wenwenc9,co_comment,1
weiye-Lee,yangyang-yyy,co_comment,1
weiye-Lee,zhangjh,co_comment,1
wenwenc9,yangyang-yyy,co_comment,1
wenwenc9,zhangjh,co_comment,1
whitlockjc,zeroasterisk,co_comment,1
whysage,zeroasterisk,co_comment,1
xtrycatchx,yu-iskw,co_comment,1
yangyang-yyy,zhangjh,co_comment,1
zeroasterisk,zzxwill,co_comment,1
