theme_id,n_comments,n_actors,gini_actors,hhi
T02,1165,305,0.6475255048195314,0.0309
T03,673,279,0.49990679938434335,0.0215
T06,389,134,0.5304646433641562,0.0246
T04,343,135,0.5195119317568297,0.0328
T01,308,97,0.5659392154237515,0.0391
T08,284,119,0.46046869452006156,0.019
T09,207,67,0.539188117384094,0.0556
T07,123,69,0.3600801225403558,0.0257
T05,75,46,0.27681159420289836,0.029
T11,74,48,0.2798423423423424,0.0299
T12,37,15,0.30990990990990985,0.0898
T10,33,23,0.23451910408432153,0.056
